condition,layer,list_index,vocabulary_rank,token_id,token,log_probability,probability
clean,29,4,4,2390, four,-5.40637731552124,0.0044878688640892506
clean,29,5,5,38923, Eight,-5.90637731552124,0.0027220300398766994
clean,30,1,1,14897, legs,-0.7262378931045532,0.4837253987789154
clean,30,2,2,156403, Legs,-0.8512378931045532,0.4268861711025238
clean,30,3,3,13038, Four,-3.1012377738952637,0.04499347507953644
clean,30,4,4,2390, four,-3.9762377738952637,0.018756071105599403
clean,30,5,6,38923, Eight,-5.851237773895264,0.0028763366863131523
clean,31,1,1,13038, Four,-0.47749391198158264,0.6203360557556152
clean,31,2,2,156403, Legs,-2.22749400138855,0.10779823362827301
clean,31,3,3,2390, four,-2.47749400138855,0.08395335078239441
clean,31,4,4,14897, legs,-3.10249400138855,0.04493698850274086
clean,31,5,6,19759, Six,-4.414993762969971,0.012094629928469658
clean,32,1,3,13038, Four,-2.434218406677246,0.08766624331474304
clean,32,2,5,669, The,-3.621718406677246,0.02673669159412384
clean,32,3,8,50338, Typically,-4.121718406677246,0.016216624528169632
clean,32,4,9,34645, Usually,-4.246718406677246,0.01431111991405487
clean,32,5,10,156403, Legs,-4.309218406677246,0.013444053009152412
clean,33,1,10,13038, Four,-7.6315226554870605,0.0004849219403695315
clean,33,2,11,50338, Typically,-8.006522178649902,0.0003332817868795246
clean,33,3,11,669, The,-8.006522178649902,0.0003332817868795246
clean,33,4,17,34645, Usually,-9.006522178649902,0.00012260752555448562
clean,33,5,17,39296, Generally,-9.006522178649902,0.00012260752555448562
edited,22,1,1,201401, Fewer,-0.09096970409154892,0.913045346736908
edited,22,2,2,122919, Depends,-3.0909698009490967,0.04545784741640091
edited,22,3,3,9002, whatever,-4.590969562530518,0.010143019258975983
edited,22,4,4,64283, whichever,-4.590969562530518,0.010143019258975983
edited,22,5,5,59598,Whatever,-5.090969562530518,0.006152051966637373
edited,23,1,1,35445,Same,-0.8078991770744324,0.44579362869262695
edited,23,2,2,122919, Depends,-1.3078992366790771,0.2703874707221985
edited,23,3,3,35303, Same,-1.3078992366790771,0.2703874707221985
edited,23,4,4,201401, Fewer,-4.807898998260498,0.008164996281266212
edited,23,5,5,179306,Depends,-5.307898998260498,0.004952320829033852
edited,24,1,1,201401, Fewer,-0.08063711225986481,0.9225283861160278
edited,24,2,2,18661, fewer,-2.580637216567993,0.0757257342338562
edited,24,3,3,122919, Depends,-7.080636978149414,0.0008412371389567852
edited,24,4,4,14212, Those,-7.080636978149414,0.0008412371389567852
edited,24,5,5,35303, Same,-10.580636978149414,2.5403160179848783e-05
edited,25,1,1,14897, legs,-0.13453885912895203,0.8741189241409302
edited,25,2,2,18661, fewer,-2.6345388889312744,0.07175204902887344
edited,25,3,3,201401, Fewer,-3.6345388889312744,0.02639610320329666
edited,25,4,4,156403, Legs,-3.6345388889312744,0.02639610320329666
edited,25,5,5,50917, limbs,-7.634538650512695,0.000483461597468704
edited,26,1,1,14897, legs,-0.1658085286617279,0.8472084403038025
edited,26,2,2,156403, Legs,-1.9158085584640503,0.14722274243831635
edited,26,3,3,201401, Fewer,-5.66580867767334,0.003462346736341715
edited,26,4,4,122919, Depends,-7.66580867767334,0.0004685776657424867
edited,26,5,5,125242,legs,-7.79080867767334,0.00041351834079250693
edited,27,1,1,156403, Legs,-0.5902663469314575,0.5541796684265137
edited,27,2,2,14897, legs,-1.0902663469314575,0.3361269533634186
edited,27,3,3,201401, Fewer,-2.840266227722168,0.05841011181473732
edited,27,4,4,4943, Some,-3.840266227722168,0.021487880498170853
edited,27,5,5,8512, Two,-4.090266227722168,0.01673477701842785
edited,28,1,1,14897, legs,-1.0567049980163574,0.3475992679595947
edited,28,2,2,156403, Legs,-1.1817049980163574,0.30675527453422546
edited,28,3,3,4943, Some,-2.1817049980163574,0.11284895986318588
edited,28,4,4,8512, Two,-2.6817049980163574,0.06844635307788849
edited,28,5,6,35303, Same,-3.4317049980163574,0.03233176842331886
edited,29,1,1,156403, Legs,-0.6044359803199768,0.546382486820221
edited,29,2,2,14897, legs,-1.104435920715332,0.33139777183532715
edited,29,3,3,4943, Some,-3.354435920715332,0.0349290668964386
edited,29,4,4,8512, Two,-3.604435920715332,0.0272027850151062
edited,29,5,6,35303, Same,-4.729435920715332,0.008831451646983624
edited,30,1,1,14897, legs,-0.3250048756599426,0.7225238084793091
edited,30,2,2,156403, Legs,-1.3250048160552979,0.26580166816711426
edited,30,3,4,7708, Leg,-5.825005054473877,0.0029527891892939806
edited,30,4,5,2420, leg,-6.575005054473877,0.001394798862747848
edited,30,5,6,125242,legs,-7.325005054473877,0.0006588563555851579
edited,31,1,1,156403, Legs,-0.9384708404541016,0.3912256360054016
edited,31,2,2,14897, legs,-1.1884708404541016,0.3046868145465851
edited,31,3,4,8512, Two,-3.1884708404541016,0.041234876960515976
edited,31,4,5,7708, Leg,-3.1884708404541016,0.041234876960515976
edited,31,5,6,13038, Four,-3.9384708404541016,0.019477976486086845
edited,32,1,3,8512, Two,-3.3072009086608887,0.03661853075027466
edited,32,2,4,156403, Legs,-3.5572009086608887,0.028518538922071457
edited,32,3,5,669, The,-3.5572009086608887,0.028518538922071457
edited,32,4,7,35303, Same,-4.182200908660889,0.015264874324202538
edited,32,5,8,7708, Leg,-4.682200908660889,0.009258613921701908
edited,33,1,11,669, The,-9.772591590881348,5.699245957657695e-05
edited,33,2,13,8512, Two,-10.585091590881348,2.529025005060248e-05
edited,33,3,15,4943, Some,-11.585091590881348,9.30376336327754e-06
edited,33,4,16,156403, Legs,-11.647591590881348,8.740076737012714e-06
edited,33,5,17,35303, Same,-11.897591590881348,6.806778401369229e-06
