condition,layer,position,prompt_token,rank,token_id,token,logit,log_probability,probability,readable
L7_only,22,16,spinning,15,161925, arthrop,77.5,-41.080284118652344,1.4423122343071679e-18,True
L7_only,22,16,spinning,16,182236,蜘蛛,77.0,-41.580284118652344,8.74806570296534e-19,False
L7_only,22,16,spinning,17,248339,🕷,76.5,-42.080284118652344,5.305970201748827e-19,False
L7_only,22,16,spinning,18,227885, gecko,76.5,-42.080284118652344,5.305970201748827e-19,True
L7_only,22,16,spinning,19,115614, beetles,76.5,-42.080284118652344,5.305970201748827e-19,True
L7_only,22,16,spinning,20,134588, arach,76.0,-42.580284118652344,3.218233544089755e-19,True
L7_only,22,16,spinning,21,216702, caterpillars,75.5,-43.080284118652344,1.951957415800936e-19,True
L7_only,22,16,spinning,22,165976, jellyfish,75.5,-43.080284118652344,1.951957415800936e-19,True
L7_only,22,16,spinning,23,69750, lizard,75.0,-43.580284118652344,1.1839220265030397e-19,True
L7_only,22,16,spinning,24,212571, Arach,74.5,-44.080284118652344,7.180849894096306e-20,True
L7_only,22,16,spinning,25,186153, wasp,74.5,-44.080284118652344,7.180849894096306e-20,True
L7_only,22,16,spinning,26,141140, crawler,74.0,-44.580284118652344,4.3554054549463144e-20,True
L7_only,22,16,spinning,27,82404, lizards,73.5,-45.080284118652344,2.6416870738649036e-20,True
L7_only,22,16,spinning,28,68468, worms,73.5,-45.080284118652344,2.6416870738649036e-20,True
L7_only,22,16,spinning,29,119621, snails,73.5,-45.080284118652344,2.6416870738649036e-20,True
L7_only,22,16,spinning,30,138062, caterpillar,72.5,-46.080284118652344,9.718223515045878e-21,True
L7_only,22,21,"
",1,92664, spiders,62.5,-0.08585373312234879,0.9177284836769104,True
L7_only,22,21,"
",2,32261, spider,59.25,-3.3358538150787354,0.03558419272303581,True
L7_only,22,21,"
",3,48587,spider,58.75,-3.8358538150787354,0.02158290334045887,True
L7_only,22,21,"
",4,218685, crustaceans,58.25,-4.335853576660156,0.01309069525450468,True
L7_only,22,21,"
",5,149047, invertebrates,57.75,-4.835853576660156,0.007939907722175121,True
L7_only,22,21,"
",6,30348, insects,56.5,-6.085853576660156,0.0022748217452317476,True
L7_only,22,21,"
",7,226821, invertebrate,56.0,-6.585853576660156,0.0013797491556033492,True
L7_only,22,21,"
",8,133071, vertebrates,54.5,-8.085853576660156,0.0003078636364080012,True
L7_only,22,21,"
",9,86757,Spider,52.25,-10.335853576660156,3.2448588171973825e-05,True
L7_only,22,21,"
",10,161925, arthrop,52.0,-10.585853576660156,2.527098695281893e-05,True
L7_only,22,21,"
",11,114481, vertebrate,51.25,-11.335853576660156,1.1937168892472982e-05,True
L7_only,22,21,"
",12,103796, crabs,51.25,-11.335853576660156,1.1937168892472982e-05,True
L7_only,22,21,"
",13,142681, tentacles,50.5,-12.085853576660156,5.638719358103117e-06,True
L7_only,22,21,"
",14,192400, chitin,50.5,-12.085853576660156,5.638719358103117e-06,True
L7_only,22,21,"
",15,49584, larvae,50.25,-12.335853576660156,4.391439233586425e-06,True
L7_only,22,21,"
",16,167786, amphibians,50.25,-12.335853576660156,4.391439233586425e-06,True
L7_only,22,21,"
",17,16368, insect,49.75,-12.835853576660156,2.6635425456333905e-06,True
L7_only,22,21,"
",18,125242,legs,49.25,-13.335853576660156,1.6155202047229977e-06,True
L7_only,22,21,"
",19,71523,vertebr,49.25,-13.335853576660156,1.6155202047229977e-06,True
L7_only,22,21,"
",20,14897, legs,48.5,-14.085853576660156,7.631176686118124e-07,True
L7_only,22,21,"
",21,50917, limbs,48.25,-14.335853576660156,5.94316645674553e-07,True
L7_only,22,21,"
",22,156403, Legs,48.0,-14.585853576660156,4.6285427401926427e-07,True
L7_only,22,21,"
",23,133963, crawled,47.75,-14.835853576660156,3.6047126172888966e-07,True
L7_only,22,21,"
",24,63579, mammalian,47.5,-15.085853576660156,2.8073532121197786e-07,True
L7_only,22,21,"
",25,40046, Spider,47.25,-15.335853576660156,2.1863688459689e-07,True
L7_only,22,21,"
",26,119621, snails,47.25,-15.335853576660156,2.1863688459689e-07,True
L7_only,22,21,"
",27,255918,🦵,47.25,-15.335853576660156,2.1863688459689e-07,False
L7_only,22,21,"
",28,211370, crawls,47.25,-15.335853576660156,2.1863688459689e-07,True
L7_only,22,21,"
",29,72177, crawling,46.75,-15.835853576660156,1.3260996922781487e-07,True
L7_only,22,21,"
",30,89845, frogs,46.5,-16.085853576660156,1.0327674715426838e-07,True
L22_only,7,16,spinning,1,8455,"\""",98.0,-0.007625163532793522,0.9924038648605347,False
L22_only,7,16,spinning,2,255999,<start_of_image>,93.0,-5.007625102996826,0.006686764769256115,False
L22_only,7,16,spinning,3,7339," \""",91.0,-7.007625102996826,0.0009049552027136087,False
L22_only,7,16,spinning,4,179255,"\"";",85.0,-13.007625579833984,2.243158633064013e-06,False
L22_only,7,16,spinning,5,63985,".\""",84.5,-13.507625579833984,1.3605445019493345e-06,False
L22_only,7,16,spinning,6,207,</strong>,84.0,-14.007625579833984,8.252119414464687e-07,False
L22_only,7,16,spinning,7,158103,"\"".",79.5,-18.507625579833984,9.167276715515982e-09,False
L22_only,7,16,spinning,8,84252,",\""",79.0,-19.007625579833984,5.560234495050054e-09,False
L22_only,7,16,spinning,9,191,</h1>,76.0,-22.007625579833984,2.768277551634668e-10,False
L22_only,7,16,spinning,10,46352,"\"">",75.5,-22.507625579833984,1.6790452361803432e-10,False
L22_only,7,16,spinning,11,208652,"\"""");",75.5,-22.507625579833984,1.6790452361803432e-10,False
L22_only,7,16,spinning,12,155319,"\""{",73.5,-24.507625579833984,2.2723406489788545e-11,False
L22_only,7,16,spinning,13,86757,Spider,69.5,-28.507625579833984,4.1619371794407445e-13,True
L22_only,7,16,spinning,14,97563,"\"":\""",69.5,-28.507625579833984,4.1619371794407445e-13,False
L22_only,7,16,spinning,15,159842, \...,69.5,-28.507625579833984,4.1619371794407445e-13,False
L22_only,7,16,spinning,16,227,</a>,69.0,-29.007625579833984,2.5243424971871375e-13,False
L22_only,7,16,spinning,17,181046," (\""",68.0,-30.007625579833984,9.286537196780825e-14,False
L22_only,7,16,spinning,18,50416,"\"":",68.0,-30.007625579833984,9.286537196780825e-14,False
L22_only,7,16,spinning,19,144552,\@,67.0,-31.007625579833984,3.416326127699508e-14,False
L22_only,7,16,spinning,20,160830,"\"")",66.0,-32.007625579833984,1.2567961469168824e-14,False
L22_only,7,16,spinning,21,123362,"\""\",65.0,-33.007625579833984,4.623494614236761e-15,False
L22_only,7,16,spinning,22,67619,Spin,64.5,-33.507625579833984,2.804291248474362e-15,True
L22_only,7,16,spinning,23,248339,🕷,64.5,-33.507625579833984,2.804291248474362e-15,False
L22_only,7,16,spinning,24,157684,}}$$,64.5,-33.507625579833984,2.804291248474362e-15,False
L22_only,7,16,spinning,25,72840,"}"";",63.5,-34.507625579833984,1.0316410252512965e-15,False
L22_only,7,16,spinning,26,194,</h4>,62.75,-35.257625579833984,4.873127188132983e-16,False
L22_only,7,16,spinning,27,249940,🕸,62.5,-35.507625579833984,3.795195441737325e-16,False
L22_only,7,16,spinning,28,194848,Insect,62.0,-36.007625579833984,2.301902296112003e-16,True
L22_only,7,16,spinning,29,176500,"\"">\",60.75,-37.257625579833984,6.595060731304046e-17,False
L22_only,7,16,spinning,30,22233,"=\""",59.75,-38.257625579833984,2.4261872419392794e-17,False
L22_only,22,16,spinning,1,92664, spiders,79.0,-0.4124990999698639,0.6619938015937805,True
L22_only,22,16,spinning,2,191,</h1>,78.0,-1.4124990701675415,0.2435339093208313,False
L22_only,22,16,spinning,3,32261, spider,76.5,-2.912499189376831,0.054339755326509476,True
L22_only,22,16,spinning,4,207,</strong>,75.5,-3.912499189376831,0.019990477710962296,False
L22_only,22,16,spinning,5,192,</h2>,75.5,-3.912499189376831,0.019990477710962296,False
L22_only,22,16,spinning,6,40046, Spider,70.0,-9.41249942779541,8.169649663614109e-05,True
L22_only,22,16,spinning,7,63272, ants,69.0,-10.41249942779541,3.005446160386782e-05,True
L22_only,22,16,spinning,8,30348, insects,69.0,-10.41249942779541,3.005446160386782e-05,True
L22_only,22,16,spinning,9,193,</h3>,67.5,-11.91249942779541,6.706056865368737e-06,False
L22_only,22,16,spinning,10,86757,Spider,66.5,-12.91249942779541,2.4670205220900243e-06,True
L22_only,22,16,spinning,11,208,</em>,65.0,-14.41249942779541,5.504666660272051e-07,False
L22_only,22,16,spinning,12,194,</h4>,63.25,-16.162498474121094,9.565685843426763e-08,False
L22_only,22,16,spinning,13,48587,spider,60.5,-18.912498474121094,6.115138173612422e-09,True
L22_only,22,16,spinning,14,215,</code>,59.75,-19.662498474121094,2.8885867031647194e-09,False
L22_only,22,16,spinning,15,16368, insect,59.75,-19.662498474121094,2.8885867031647194e-09,True
L22_only,22,16,spinning,16,103716, rodents,59.5,-19.912498474121094,2.2496335905231035e-09,True
L22_only,22,16,spinning,17,193663, Insects,58.5,-20.912498474121094,8.275939378243891e-10,True
L22_only,22,16,spinning,18,107206, bacterium,58.25,-21.162498474121094,6.445308176061815e-10,True
L22_only,22,16,spinning,19,15127, bacteria,57.5,-21.912498474121094,3.0445479470841974e-10,True
L22_only,22,16,spinning,20,152228, nematode,57.25,-22.162498474121094,2.371096374798043e-10,True
L22_only,22,16,spinning,21,165976, jellyfish,56.5,-22.912498474121094,1.1200266408772919e-10,True
L22_only,22,16,spinning,22,161925, arthrop,56.25,-23.162498474121094,8.722775973746266e-11,True
L22_only,22,16,spinning,23,197,</blockquote>,56.25,-23.162498474121094,8.722775973746266e-11,False
L22_only,22,16,spinning,24,43618, bees,56.25,-23.162498474121094,8.722775973746266e-11,True
L22_only,22,16,spinning,25,195052, wasps,56.0,-23.412498474121094,6.793304807573008e-11,True
L22_only,22,16,spinning,26,115614, beetles,56.0,-23.412498474121094,6.793304807573008e-11,True
L22_only,22,16,spinning,27,68468, worms,56.0,-23.412498474121094,6.793304807573008e-11,True
L22_only,22,16,spinning,28,82404, lizards,55.75,-23.662498474121094,5.2906311276412765e-11,True
L22_only,22,16,spinning,29,135988, mites,55.5,-23.912498474121094,4.1203478129414606e-11,True
L22_only,22,16,spinning,30,216702, caterpillars,55.0,-24.412498474121094,2.4991172326016553e-11,True
L22_only,22,21,"
",1,92664, spiders,94.5,-9.894321920000948e-06,0.9999901056289673,True
L22_only,22,21,"
",2,32261, spider,82.5,-12.000009536743164,6.144153758214088e-06,True
L22_only,22,21,"
",3,30348, insects,82.0,-12.500009536743164,3.7266177059791517e-06,True
L22_only,22,21,"
",4,48587,spider,77.5,-17.000009536743164,4.1398983796625544e-08,True
L22_only,22,21,"
",5,218685, crustaceans,69.0,-25.500009536743164,8.423383518474381e-12,True
L22_only,22,21,"
",6,149047, invertebrates,69.0,-25.500009536743164,8.423383518474381e-12,True
L22_only,22,21,"
",7,103796, crabs,68.5,-26.000009536743164,5.109040360912198e-12,True
L22_only,22,21,"
",8,68468, worms,67.5,-27.000009536743164,1.8795108698566043e-12,True
L22_only,22,21,"
",9,86757,Spider,67.0,-27.500009536743164,1.139981013233149e-12,True
L22_only,22,21,"
",10,115614, beetles,66.0,-28.500009536743164,4.1937555316472197e-13,True
L22_only,22,21,"
",11,89845, frogs,64.5,-30.000009536743164,9.357533465540607e-14,True
L22_only,22,21,"
",12,193663, Insects,64.5,-30.000009536743164,9.357533465540607e-14,True
L22_only,22,21,"
",13,216702, caterpillars,64.5,-30.000009536743164,9.357533465540607e-14,True
L22_only,22,21,"
",14,210358, nymphs,64.0,-30.500009536743164,5.675630999251238e-14,True
L22_only,22,21,"
",15,16368, insect,63.75,-30.750009536743164,4.4201858698852264e-14,True
L22_only,22,21,"
",16,192400, chitin,63.5,-31.000009536743164,3.442444219221505e-14,True
L22_only,22,21,"
",17,133071, vertebrates,63.25,-31.250009536743164,2.6809783708922445e-14,True
L22_only,22,21,"
",18,123073,worms,63.0,-31.500009536743164,2.087948073443112e-14,True
L22_only,22,21,"
",19,161925, arthrop,62.75,-31.750009536743164,1.62609556624959e-14,True
L22_only,22,21,"
",20,226821, invertebrate,62.0,-32.5000114440918,7.681116688334176e-15,True
L22_only,22,21,"
",21,49584, larvae,62.0,-32.5000114440918,7.681116688334176e-15,True
L22_only,22,21,"
",22,182852,insect,61.25,-33.2500114440918,3.628302475497001e-15,True
L22_only,22,21,"
",23,63272, ants,61.25,-33.2500114440918,3.628302475497001e-15,True
L22_only,22,21,"
",24,142681, tentacles,61.25,-33.2500114440918,3.628302475497001e-15,True
L22_only,22,21,"
",25,98373, squirrels,61.25,-33.2500114440918,3.628302475497001e-15,True
L22_only,22,21,"
",26,119621, snails,61.0,-33.5000114440918,2.8257249936881586e-15,True
L22_only,22,21,"
",27,167786, amphibians,60.25,-34.2500114440918,1.3347779175684944e-15,True
L22_only,22,21,"
",28,97691,bugs,59.75,-34.7500114440918,8.095837677716156e-16,True
L22_only,22,21,"
",29,141140, crawler,59.5,-35.0000114440918,6.305044855795851e-16,True
L22_only,22,21,"
",30,40046, Spider,59.5,-35.0000114440918,6.305044855795851e-16,True
L7_L22,7,16,spinning,1,8455,"\""",105.5,-0.07893205434083939,0.9241027235984802,False
L7_L22,7,16,spinning,2,255999,<start_of_image>,103.0,-2.578932046890259,0.07585497200489044,False
L7_L22,7,16,spinning,3,7339," \""",95.5,-10.07893180847168,4.1954208427341655e-05,False
L7_L22,7,16,spinning,4,179255,"\"";",90.0,-15.57893180847168,1.714572590572061e-07,False
L7_L22,7,16,spinning,5,63985,".\""",89.0,-16.57893180847168,6.307560340701457e-08,False
L7_L22,7,16,spinning,6,158103,"\"".",88.0,-17.57893180847168,2.3204217214356504e-08,False
L7_L22,7,16,spinning,7,207,</strong>,81.5,-24.07893180847168,3.4886128708055963e-11,False
L7_L22,7,16,spinning,8,84252,",\""",81.0,-24.57893180847168,2.1159506438661602e-11,False
L7_L22,7,16,spinning,9,155319,"\""{",81.0,-24.57893180847168,2.1159506438661602e-11,False
L7_L22,7,16,spinning,10,46352,"\"">",80.5,-25.07893180847168,1.283388933320806e-11,False
L7_L22,7,16,spinning,11,208652,"\"""");",79.5,-26.07893180847168,4.721324026180085e-12,False
L7_L22,7,16,spinning,12,191,</h1>,79.0,-26.57893180847168,2.8636279545551924e-12,False
L7_L22,7,16,spinning,13,159842, \...,75.0,-30.57893180847168,5.244917456077858e-14,False
L7_L22,7,16,spinning,14,97563,"\"":\""",71.5,-34.07893371582031,1.5838247681816903e-15,False
L7_L22,7,16,spinning,15,123362,"\""\",71.0,-34.57893371582031,9.60638276689468e-16,False
L7_L22,7,16,spinning,16,227,</a>,70.5,-35.07893371582031,5.826566002408145e-16,False
L7_L22,7,16,spinning,17,160830,"\"")",70.5,-35.07893371582031,5.826566002408145e-16,False
L7_L22,7,16,spinning,18,50416,"\"":",70.0,-35.57893371582031,3.533990862534392e-16,False
L7_L22,7,16,spinning,19,144552,\@,70.0,-35.57893371582031,3.533990862534392e-16,False
L7_L22,7,16,spinning,20,13837,"\"",",68.5,-37.07893371582031,7.885399621160216e-17,False
L7_L22,7,16,spinning,21,181046," (\""",68.5,-37.07893371582031,7.885399621160216e-17,False
L7_L22,7,16,spinning,22,86757,Spider,67.5,-38.07893371582031,2.90087641698141e-17,True
