condition,layer,list_index,vocabulary_rank,token_id,token,log_probability,probability
clean,28,2,100,1056, when,-39.75,5.454994750713651e-18
clean,28,3,101,50917, limbs,-40.0,4.24835413113866e-18
clean,28,4,105,156403, Legs,-40.625,2.2739800948881426e-18
clean,28,5,106,18661, fewer,-41.125,1.3792386786242338e-18
clean,29,1,55,14897, legs,-30.875,3.900837782671619e-14
clean,29,2,89,156403, Legs,-36.5,1.406861771338595e-16
clean,29,3,93,1056, when,-37.25,6.645543894960403e-17
clean,29,4,94,50917, limbs,-37.375,5.864672161820544e-17
clean,29,5,102,125242,legs,-38.5,1.903980345736795e-17
clean,30,1,48,14897, legs,-27.500001907348633,1.1399896868505288e-12
clean,30,2,88,1056, when,-32.875,5.279209500244153e-15
clean,30,3,90,156403, Legs,-33.125,4.111452609709696e-15
clean,30,4,94,2420, leg,-34.125,1.5125188877038631e-15
clean,30,5,96,768, if,-34.25,1.3347932700406634e-15
clean,31,1,28,14897, legs,-22.750001907348633,1.3176489066513142e-10
clean,31,2,70,156403, Legs,-28.000001907348633,6.914387140101452e-13
clean,31,3,75,2420, leg,-28.750001907348633,3.266125163294692e-13
clean,31,4,75,1056, when,-28.750001907348633,3.266125163294692e-13
clean,31,5,79,50917, limbs,-28.875001907348633,2.8823452413902217e-13
clean,32,1,5,14897, legs,-14.125022888183594,7.338047112170898e-07
clean,32,2,14,1056, when,-15.875022888183594,1.2751614519856957e-07
clean,32,3,16,528, in,-16.625022888183594,6.023436327495801e-08
clean,32,4,17,600, that,-16.750022888183594,5.315663642591062e-08
clean,32,5,21,6816, generally,-17.125022888183594,3.653398650271811e-08
clean,33,1,3,14897, legs,-10.375231742858887,3.119565371889621e-05
clean,33,2,4,528, in,-11.000231742858887,1.6697831597412005e-05
clean,33,3,5,1056, when,-11.375231742858887,1.1476239706098568e-05
clean,33,4,7,580, on,-11.625231742858887,8.93770447873976e-06
clean,33,5,8,600, that,-11.750231742858887,7.887496394687332e-06
edited,22,1,93,1056, when,-49.75001525878906,2.4765259444793257e-22
edited,22,2,103,18602, anymore,-51.25001525878906,5.525876608853285e-23
edited,22,3,115,18661, fewer,-54.50001525878906,2.1426148494790223e-24
edited,22,4,116,4781, usually,-54.75001525878906,1.668670175850633e-24
edited,22,5,119,49808, nowadays,-55.25001525878906,1.0120995681057613e-24
edited,23,1,111,1056, when,-62.25,9.229294145851766e-28
edited,23,2,127,14730,when,-68.75,1.3875682959196745e-30
edited,23,3,130,18602, anymore,-69.5,6.5544083878968715e-31
edited,23,4,131,17498, anyway,-70.5,2.4112320818276068e-31
edited,23,5,131,18661, fewer,-70.5,2.4112320818276068e-31
edited,24,1,139,1056, when,-91.5,1.8283301583431618e-40
edited,24,2,142,18661, fewer,-92.0,1.1089455657127305e-40
edited,24,3,155,14897, legs,-94.75,7.08916893101925e-42
edited,24,4,158,44081, indoors,-96.0,2.03048147480666e-42
edited,24,5,160,17498, anyway,-96.125,1.792260735871441e-42
edited,25,1,104,1056, when,-53.0,9.602679948093257e-24
edited,25,2,110,14897, legs,-55.0,1.2995813867822863e-24
edited,25,3,119,50917, limbs,-58.125,5.709962586454673e-26
edited,25,4,120,18661, fewer,-59.0,2.380266370880709e-26
edited,25,5,127,158179, appendages,-61.625,1.7242592717486375e-27
edited,26,1,85,1056, when,-38.875,1.3085852533981701e-17
edited,26,2,91,14897, legs,-39.75,5.454994750713651e-18
edited,26,3,109,50917, limbs,-43.5,1.2828918603495367e-19
edited,26,4,110,18661, fewer,-43.75,9.991171468320782e-20
edited,26,5,115,1492, now,-46.125,9.293236857126885e-21
edited,27,1,78,14897, legs,-36.375,1.5941832399727815e-16
edited,27,2,80,1056, when,-37.125,7.530388260631237e-17
edited,27,3,96,50917, limbs,-39.625,6.181318885539313e-18
edited,27,4,103,18661, fewer,-41.125,1.3792386786242338e-18
edited,27,5,109,10723, mostly,-43.125,1.866596641735497e-19
edited,28,1,79,14897, legs,-36.75,1.0956649767164683e-16
edited,28,2,85,1056, when,-38.25,2.44475910105232e-17
edited,28,3,105,50917, limbs,-41.25,1.2171738340976647e-18
edited,28,4,106,18661, fewer,-41.75,7.382532683308073e-19
edited,28,5,113,156403, Legs,-43.125,1.866596641735497e-19
edited,29,1,68,14897, legs,-32.75,5.982128261852607e-15
edited,29,2,85,1056, when,-35.625,3.37488578190892e-16
edited,29,3,99,50917, limbs,-38.5,1.903980345736795e-17
edited,29,4,102,156403, Legs,-38.875,1.3085852533981701e-17
edited,29,5,110,18661, fewer,-39.75,5.454994750713651e-18
edited,30,1,61,14897, legs,-28.875,2.882350662401084e-13
edited,30,2,74,1056, when,-31.5,2.0879678940140776e-14
edited,30,3,96,156403, Legs,-35.0,6.305116853596367e-16
edited,30,4,97,50917, limbs,-35.25,4.910429989734471e-16
edited,30,5,105,2420, leg,-35.75,2.978326396525934e-16
edited,31,1,32,14897, legs,-23.625001907348633,5.4927777604074635e-11
edited,31,2,64,1056, when,-27.625001907348633,1.0060373758016827e-12
edited,31,3,78,156403, Legs,-29.375001907348633,1.7482307376921746e-13
edited,31,4,79,50917, limbs,-29.500001907348633,1.5428083073240617e-13
edited,31,5,83,2420, leg,-30.000001907348633,9.357605293934534e-14
edited,32,1,6,14897, legs,-14.125027656555176,7.338012437685393e-07
edited,32,2,9,1056, when,-14.750027656555176,3.927754903543246e-07
edited,32,3,16,1492, now,-15.875027656555176,1.2751553413181682e-07
edited,32,4,19,528, in,-16.68752670288086,5.6584728014286156e-08
edited,32,5,24,919, more,-17.31252670288086,3.028762307621946e-08
edited,33,1,2,1056, when,-10.500205039978027,2.7530802981345914e-05
edited,33,2,3,14897, legs,-10.625205039978027,2.429584856145084e-05
edited,33,3,5,528, in,-11.250205039978027,1.3004631000512745e-05
edited,33,4,6,1492, now,-11.500205039978027,1.0128016583621502e-05
edited,33,5,7,580, on,-11.750205039978027,7.887707397458144e-06
